Season,District,Taluka,Village,Crop_Variety,Soil_Type,Farm_Area_hectares,Rainfall_mm,Avg_Temp_C,Avg_Humidity_pct,Row_Spacing_cm,Plant_Spacing_cm,Yield_kg_hectare,Sowing_Recommended
Kharif,Ratnagiri,Dapoli,Dapoli Town,Cotton (NSP-1135),Clay Loam,1.3,489,31.4,67,73,29,1659,Yes
Rabi,Aurangabad,Vaijapur,Khuldabad,Safflower (PBNS-12),Shallow Black,4.46,382,23.2,65,39,14,834,Yes
Kharif,Osmanabad,Tuljapur,Kalamb,Cotton (NSP-1135),Deep Black,1.26,552,34.5,57,73,31,2001,Yes
Kharif,Jalna,Ambad,Ambad Town,Cotton (NSP-1135),Medium Black,8.81,504,29.1,67,76,32,1735,Yes
Rabi,Aurangabad,Gangapur,Sillod,Safflower (PBNS-12),Deep Black,10.49,331,24.0,56,44,13,834,Yes
Rabi,Latur,Udgir,Renapur,Safflower (PBNS-12),Shallow Black,1.43,247,27.5,53,32,14,0,No
Rabi,Dhule,Shirpur,Dhule City,Sunflower (KBSH-53),Laterite,10.63,240,22.3,52,59,29,0,No
Kharif,Thane,Palghar,Shahapur,Rice (DRRH-3),Laterite,9.11,633,28.3,61,29,12,0,No
Rabi,Buldhana,Chikhli,Khamgaon,Sunflower (KBSH-53),Clay Loam,10.79,218,28.0,58,52,29,855,Yes
Kharif,Nanded,Hadgaon,Kinwat,Groundnut (JL-24),Deep Black,11.98,825,29.5,79,32,16,0,No
Rabi,Yavatmal,Digras,Darwha,Safflower (A-1),Laterite,3.26,369,25.2,75,47,16,0,No
Rabi,Ahmednagar,Kopargaon,Rahata,Wheat (HI-1500),Deep Black,6.2,380,24.0,58,24,4,5563,Yes
Rabi,Sangli,Miraj,Tasgaon,Sunflower (KBSH-53),Laterite,2.95,275,23.1,69,55,26,736,Yes
Kharif,Chandrapur,Ballarpur,Nagbhid,Soybean (MACS-450),Medium Black,2.71,645,29.7,70,56,3,2692,Yes
Rabi,Jalna,Ambad,Bhokardan,Sunflower (KBSH-53),Medium Black,11.34,261,21.0,61,57,31,976,Yes
Rabi,Buldhana,Chikhli,Jalgaon Jamod,Safflower (A-1),Clay Loam,2.19,198,24.2,55,50,19,721,Yes
Rabi,Nanded,Loha,Mukhed,Sunflower (KBSH-53),Clay Loam,6.67,324,20.0,75,60,29,0,No
Rabi,Jalgaon,Jamner,Jamner Town,Safflower (A-1),Deep Black,3.96,199,26.8,54,48,16,0,No
Kharif,Dhule,Shirpur,Sindkhede,Soybean (MACS-450),Clay Loam,7.68,687,34.7,72,52,7,1995,Yes
Rabi,Nashik,Niphad,Igatpuri,Sunflower (KBSH-53),Deep Black,11.17,361,24.1,65,60,28,1479,Yes
Rabi,Jalgaon,Bhusawal,Muktainagar,Wheat (HI-1500),Deep Black,5.31,286,25.1,64,29,4,0,No
Rabi,Wardha,Arvi,Hinganghat,Chickpea (JG-16),Clay Loam,11.38,341,25.5,64,26,9,1932,Yes
Rabi,Nanded,Mukhed,Loha,Wheat (HD-3086),Shallow Black,8.25,450,26.9,55,17,2,2341,Yes
Kharif,Latur,Ahmadpur,Chakur,Cotton (NSP-1135),Deep Black,7.41,436,31.9,65,73,30,1479,Yes
Rabi,Thane,Bhiwandi,Bhiwandi Town,Wheat (HD-3086),Shallow Black,7.71,238,29.6,52,21,6,0,No
Kharif,Thane,Palghar,Shahapur,Pearl Millet (ICTP-8203),Clay Loam,2.71,432,30.1,56,50,14,1404,Yes
Rabi,Aurangabad,Gangapur,Sillod,Safflower (PBNS-12),Shallow Black,2.97,289,18.0,54,44,13,585,Yes
Kharif,Parbhani,Gangakhed,Sonpeth,Cotton (NH-615),Deep Black,5.83,670,33.2,68,66,32,2350,Yes
Rabi,Wardha,Arvi,Hinganghat,Chickpea (JG-16),Shallow Black,5.96,309,27.2,74,20,10,0,No
Kharif,Sindhudurg,Oros,Kankavli,Pigeonpea (BSMR-736),Deep Black,8.65,464,33.3,61,54,21,0,No
Kharif,Kolhapur,Shirol,Kagal,Pearl Millet (ICTP-8203),Medium Black,4.33,683,31.8,81,52,17,0,No
Kharif,Ratnagiri,Dapoli,Chiplun,Soybean (JS-335),Deep Black,7.98,758,30.9,55,41,3,2289,Yes
Kharif,Mumbai,Mumbai City,Marine Drive,Rice (DRRH-3),Laterite,5.62,782,30.5,75,27,16,0,No
Kharif,Sangli,Tasgaon,Miraj,Soybean (JS-335),Shallow Black,5.35,770,30.4,80,42,3,2054,Yes
Kharif,Buldhana,Chikhli,Khamgaon,Cotton (NSP-1136),Medium Black,1.64,534,29.2,66,83,26,2093,Yes
Rabi,Aurangabad,Vaijapur,Khuldabad,Chickpea (Vijay),Clay Loam,8.8,236,22.4,57,27,9,1465,Yes
Kharif,Thane,Palghar,Vasai,Cotton (NSP-1136),Shallow Black,6.77,507,29.5,55,74,30,1321,Yes
Kharif,Nagpur,Katol,Savner,Pearl Millet (ICTP-8203),Deep Black,8.25,972,30.2,68,52,13,1030,Yes
Rabi,Kolhapur,Shirol,Kagal,Safflower (PBNS-12),Deep Black,7.34,276,22.0,71,49,15,0,No
Kharif,Sangli,Tasgaon,Kavathe,Rice (SAHABHAGI),Shallow Black,5.3,779,28.8,76,27,17,1657,Yes
Rabi,Thane,Bhiwandi,Palghar,Wheat (MP-3288),Clay Loam,4.21,184,24.0,62,18,2,2350,Yes
Kharif,Pune,Indapur,Nimbut,Cotton (NH-615),Laterite,7.14,612,26.1,78,72,28,1500,Yes
Kharif,Parbhani,Gangakhed,Gangakhed Town,Groundnut (JL-24),Laterite,8.86,494,35.1,66,35,15,0,No
Kharif,Yavatmal,Pusad,Digras,Groundnut (JL-24),Medium Black,2.68,823,33.2,67,39,12,0,No
Rabi,Latur,Udgir,Udgir Town,Safflower (PBNS-12),Clay Loam,5.07,341,25.5,48,40,13,0,No
Rabi,Chandrapur,Brahmapuri,Brahmapuri Town,Chickpea (Digvijay),Clay Loam,4.3,169,25.9,57,21,10,0,No
Kharif,Akola,Akot,Patur,Rice (DRRH-3),Medium Black,2.1,502,31.7,75,27,12,0,No
Rabi,Jalgaon,Jamner,Chopda,Safflower (PBNS-12),Laterite,2.89,259,23.1,62,47,17,597,Yes
Kharif,Pune,Baramati,Pimpli,Soybean (MAUS-71),Clay Loam,10.82,768,24.9,83,33,7,2081,Yes
Rabi,Amravati,Chandur,Chandur Town,Sorghum (CSH-23),Laterite,1.14,357,20.4,71,45,16,0,No
Kharif,Hingoli,Aundha Nagnath,Basmath,Pigeonpea (BSMR-736),Laterite,1.12,539,32.9,62,73,17,0,No
Kharif,Wardha,Arvi,Karanja,Soybean (MACS-450),Clay Loam,11.03,848,27.1,85,44,5,3058,Yes
Rabi,Thane,Palghar,Palghar Town,Chickpea (JG-16),Laterite,3.22,291,25.2,47,29,10,0,No
Rabi,Pune,Junnar,Ale,Sorghum (CSH-16),Laterite,1.17,431,19.2,57,42,18,1529,Yes
Rabi,Nashik,Satana,Deola,Wheat (MP-3288),Medium Black,7.67,319,20.9,66,19,2,3107,Yes
Kharif,Latur,Ahmadpur,Deoni,Rice (DRRH-3),Shallow Black,9.09,595,34.4,65,34,14,0,No
Rabi,Amravati,Morshi,Daryapur,Sorghum (CSH-23),Deep Black,1.1,332,21.1,74,48,15,0,No
Kharif,Wardha,Hinganghat,Ashti,Rice (SAHABHAGI),Shallow Black,1.9,1011,31.3,85,26,15,2402,Yes
Kharif,Parbhani,Jintur,Purna,Pearl Millet (ICTP-8203),Deep Black,10.29,466,34.6,70,39,13,1352,Yes
Kharif,Aurangabad,Gangapur,Gangapur Town,Groundnut (TG-37A),Laterite,1.25,595,33.6,76,33,14,0,No
Rabi,Nashik,Satana,Dindori,Sorghum (CSH-16),Laterite,9.32,309,18.0,65,38,14,0,No
Rabi,Ratnagiri,Chiplun,Chiplun Town,Chickpea (Digvijay),Deep Black,3.1,182,29.7,63,25,11,0,No
Kharif,Hingoli,Aundha Nagnath,Aundha Nagnath Town,Pearl Millet (DHANASHREE),Shallow Black,8.49,763,31.3,67,43,14,712,Yes
Rabi,Nagpur,Katol,Savner,Chickpea (Digvijay),Medium Black,8.69,491,26.4,62,22,11,0,No
Kharif,Sangli,Miraj,Jat,Rice (SAHABHAGI),Laterite,10.45,1126,28.5,77,19,12,2383,Yes
Kharif,Sindhudurg,Oros,Kankavli,Groundnut (JL-24),Clay Loam,4.7,645,28.1,67,35,16,1946,Yes
Rabi,Osmanabad,Tuljapur,Tuljapur Town,Wheat (HI-1500),Medium Black,9.9,343,23.6,50,23,6,3560,Yes
Kharif,Pune,Junnar,Ambegaon,Pigeonpea (ICPL-87119),Clay Loam,1.68,1129,29.5,81,57,17,0,No
Rabi,Pune,Indapur,Kumbharvalan,Sorghum (CSH-16),Shallow Black,5.7,277,21.0,71,37,12,0,No
Kharif,Aurangabad,Gangapur,Paithan,Rice (SAHABHAGI),Shallow Black,3.35,864,32.0,65,28,18,0,No
Rabi,Parbhani,Jintur,Pathri,Sorghum (CSH-16),Deep Black,5.25,171,27.5,54,39,14,0,No
Rabi,Pune,Indapur,Indapur Town,Sunflower (BSH-1),Laterite,2.53,295,19.7,60,64,27,0,No
Kharif,Osmanabad,Osmanabad City,Paranda,Pigeonpea (BSMR-736),Medium Black,1.59,757,30.2,61,67,23,1037,Yes
Kharif,Kolhapur,Karvir,Kagal,Rice (DRRH-3),Laterite,10.01,713,29.9,73,22,15,1538,Yes
Rabi,Jalgaon,Bhusawal,Muktainagar,Sunflower (KBSH-53),Shallow Black,7.31,250,25.0,49,59,31,0,No
Rabi,Sangli,Miraj,Walwa,Safflower (PBNS-12),Medium Black,8.82,332,20.8,70,58,14,797,Yes
Kharif,Sangli,Tasgaon,Palus,Rice (DRRH-3),Deep Black,1.83,669,25.7,84,26,15,2708,Yes
Rabi,Solapur,Mohol,Mangalvedha,Sorghum (CSH-23),Clay Loam,7.78,218,28.6,60,52,13,1762,Yes
Kharif,Chandrapur,Ballarpur,Brahmapuri,Soybean (MAUS-71),Medium Black,4.47,564,30.9,55,46,2,0,No
Rabi,Mumbai,Mumbai Suburban,Kandivali,Safflower (PBNS-12),Medium Black,9.91,184,28.8,52,45,16,0,No
Rabi,Thane,Bhiwandi,Kalyan,Chickpea (Vijay),Medium Black,2.16,348,23.1,51,22,9,1909,Yes
Kharif,Thane,Palghar,Shahapur,Soybean (JS-335),Shallow Black,10.51,464,29.2,58,42,4,0,No
Rabi,Osmanabad,Osmanabad City,Osmanabad City,Chickpea (JG-16),Shallow Black,11.58,200,29.5,49,25,10,0,No
Rabi,Kolhapur,Karvir,Panhala,Sorghum (CSH-16),Clay Loam,7.58,251,21.7,59,48,15,0,No
Rabi,Yavatmal,Digras,Darwha,Sorghum (CSH-23),Shallow Black,1.63,351,21.1,63,41,11,0,No
Rabi,Amravati,Morshi,Dharni,Sunflower (KBSH-53),Medium Black,11.56,357,26.3,72,51,31,0,No
Kharif,Buldhana,Chikhli,Malkapur,Pigeonpea (ICPL-87119),Clay Loam,8.81,613,29.1,58,68,18,907,Yes
Kharif,Ahmednagar,Kopargaon,Rahuri,Rice (SAHABHAGI),Shallow Black,9.56,603,31.4,78,27,16,0,No
Kharif,Chandrapur,Ballarpur,Chimur,Pigeonpea (BSMR-736),Laterite,3.79,609,35.5,67,55,23,677,Yes
Rabi,Parbhani,Gangakhed,Sonpeth,Safflower (A-1),Shallow Black,6.22,167,23.0,63,50,14,650,Yes
Kharif,Pune,Indapur,Indapur Town,Groundnut (JL-24),Clay Loam,3.08,970,25.4,66,42,16,962,Yes
Kharif,Kolhapur,Karvir,Gaganbawada,Soybean (MAUS-71),Clay Loam,9.89,763,29.3,83,47,3,2550,Yes
Kharif,Thane,Bhiwandi,Ulhasnagar,Soybean (JS-335),Shallow Black,6.83,523,28.0,59,38,4,0,No
Kharif,Dhule,Shirpur,Shirpur Town,Pearl Millet (ICTP-8203),Deep Black,10.77,681,34.4,64,60,10,899,Yes
Kharif,Osmanabad,Osmanabad City,Kalamb,Pigeonpea (BSMR-736),Medium Black,1.8,475,33.3,75,65,19,0,No
Kharif,Jalna,Ambad,Ghansawangi,Groundnut (TG-37A),Medium Black,5.98,884,27.6,70,42,19,1071,Yes
Kharif,Sindhudurg,Kankavli,Malvan,Pearl Millet (ICTP-8203),Shallow Black,1.79,479,28.9,75,53,17,1321,Yes
Rabi,Latur,Ahmadpur,Deoni,Sunflower (BSH-1),Clay Loam,11.12,207,26.3,61,65,32,946,Yes
Kharif,Nanded,Mukhed,Loha,Groundnut (TG-37A),Laterite,9.87,1067,28.7,66,38,16,788,Yes
Rabi,Dhule,Shirpur,Sakri,Wheat (HI-1500),Deep Black,4.2,343,25.6,65,15,2,3942,Yes
Rabi,Sindhudurg,Kankavli,Kudal,Sorghum (CSH-16),Clay Loam,10.29,188,24.0,51,44,14,0,No
Kharif,Hingoli,Aundha Nagnath,Aundha Nagnath Town,Pigeonpea (ICPL-87119),Shallow Black,7.66,438,31.0,61,55,17,0,No
Kharif,Wardha,Hinganghat,Ashti,Groundnut (JL-24),Medium Black,7.66,814,28.6,65,37,16,1103,Yes
Kharif,Satara,Karad,Karad Town,Soybean (MAUS-71),Deep Black,5.25,601,26.4,80,46,7,2111,Yes
Rabi,Jalgaon,Bhusawal,Chopda,Chickpea (Vijay),Shallow Black,1.8,341,22.4,52,17,14,1728,Yes
Kharif,Nagpur,Umred,Bhiwapur,Pigeonpea (ICPL-87119),Deep Black,6.39,1066,32.7,82,58,20,0,No
Kharif,Buldhana,Khamgaon,Nandura,Pearl Millet (ICTP-8203),Medium Black,4.1,537,29.2,69,40,16,1530,Yes
Rabi,Hingoli,Basmath,Hingoli City,Sunflower (BSH-1),Shallow Black,9.61,216,22.7,54,65,31,0,No
Rabi,Chandrapur,Brahmapuri,Mul,Chickpea (Vijay),Shallow Black,10.62,209,24.5,60,29,9,929,Yes
Kharif,Dhule,Shirpur,Sakri,Soybean (JS-335),Shallow Black,9.7,522,32.9,63,41,5,0,No
Kharif,Pune,Junnar,Khadakwasla,Soybean (MAUS-71),Laterite,10.58,858,31.8,66,41,2,1939,Yes
Rabi,Kolhapur,Shirol,Gadhinglaj,Wheat (MP-3288),Medium Black,3.46,425,19.5,61,22,4,5250,Yes
Rabi,Sangli,Tasgaon,Khanapur,Chickpea (Digvijay),Shallow Black,2.38,283,20.5,60,26,12,1758,Yes
Kharif,Pune,Baramati,Yevat,Pearl Millet (DHANASHREE),Medium Black,8.08,1132,24.2,66,52,12,0,No
Rabi,Satara,Karad,Phaltan,Wheat (HI-1500),Shallow Black,7.53,409,20.9,57,15,2,3364,Yes
Rabi,Latur,Ahmadpur,Shirur-Anantpal,Safflower (PBNS-12),Medium Black,10.4,215,25.0,58,47,15,0,No
Kharif,Pune,Junnar,Varangaon,Groundnut (JL-24),Clay Loam,2.8,671,26.1,72,45,14,1775,Yes
Rabi,Ahmednagar,Kopargaon,Rahuri,Wheat (HD-3086),Shallow Black,8.33,228,18.7,63,25,2,2237,Yes
Rabi,Yavatmal,Digras,Mahagaon,Sorghum (CSH-23),Medium Black,8.27,447,27.6,60,35,13,2502,Yes
Rabi,Mumbai,Mumbai Suburban,Andheri,Sorghum (CSH-16),Medium Black,8.77,332,22.8,65,40,13,0,No
Kharif,Satara,Wai,Patan,Pigeonpea (ICPL-87119),Shallow Black,2.06,685,26.4,75,51,19,1178,Yes
Kharif,Mumbai,Mumbai City,Marine Lines,Cotton (NSP-1136),Shallow Black,7.97,469,33.1,66,79,28,1292,Yes
Rabi,Amravati,Chandur,Morshi,Chickpea (JG-16),Deep Black,1.26,300,23.8,68,23,13,2565,Yes
Kharif,Sangli,Tasgaon,Tasgaon Town,Groundnut (TG-37A),Shallow Black,9.96,937,26.8,81,34,15,0,No
Rabi,Nashik,Satana,Kalwan,Chickpea (Digvijay),Clay Loam,2.78,290,25.3,69,35,11,1703,Yes
Rabi,Kolhapur,Karvir,Radhanagari,Chickpea (Vijay),Shallow Black,3.21,281,16.2,73,22,10,0,No
Rabi,Satara,Karad,Phaltan,Safflower (A-1),Clay Loam,5.19,379,21.4,60,39,14,1034,Yes
Rabi,Satara,Wai,Patan,Safflower (A-1),Medium Black,3.02,381,21.7,69,41,16,1081,Yes
Rabi,Thane,Palghar,Jawhar,Sunflower (KBSH-53),Medium Black,10.31,313,27.8,45,61,25,0,No
Kharif,Aurangabad,Gangapur,Kannad,Groundnut (JL-24),Deep Black,8.1,507,28.3,70,42,16,1981,Yes
Rabi,Akola,Balapur,Barshitakli,Sunflower (KBSH-53),Laterite,7.78,208,22.7,55,67,30,693,Yes
Rabi,Kolhapur,Shirol,Shirol Town,Sorghum (CSH-16),Laterite,7.32,410,21.7,70,43,16,1689,Yes
Rabi,Thane,Palghar,Vasai,Wheat (MP-3288),Shallow Black,7.37,211,25.2,58,15,2,0,No
Kharif,Ratnagiri,Chiplun,Lanja,Pearl Millet (DHANASHREE),Clay Loam,8.0,625,32.7,62,55,9,896,Yes
Rabi,Aurangabad,Gangapur,Kannad,Safflower (A-1),Medium Black,11.26,288,18.3,51,42,16,736,Yes
Kharif,Ratnagiri,Chiplun,Sangameshwar,Groundnut (TG-37A),Laterite,7.57,582,32.8,71,36,13,999,Yes
Rabi,Jalna,Ambad,Ghansawangi,Safflower (A-1),Medium Black,2.63,218,25.6,60,44,16,0,No
Rabi,Nagpur,Umred,Ramtek,Wheat (MP-3288),Clay Loam,1.76,461,21.5,71,23,3,4526,Yes
Kharif,Latur,Udgir,Nilanga,Pigeonpea (ICPL-87119),Deep Black,1.94,482,31.0,69,65,22,0,No
Rabi,Jalgaon,Bhusawal,Muktainagar,Chickpea (Digvijay),Shallow Black,4.98,258,27.7,48,21,14,0,No
Kharif,Wardha,Hinganghat,Seloo,Cotton (NSP-1135),Shallow Black,10.37,1033,28.5,81,78,29,0,No
Rabi,Mumbai,Mumbai Suburban,Juhu,Chickpea (JG-16),Laterite,4.07,225,22.9,45,29,13,0,No
Rabi,Aurangabad,Gangapur,Gangapur Town,Sorghum (CSH-23),Shallow Black,7.95,246,25.1,67,48,16,1378,Yes
Kharif,Jalna,Ambad,Bhokardan,Rice (DRRH-3),Laterite,8.12,880,30.5,61,34,14,0,No
Kharif,Jalna,Badnapur,Jafrabad,Pearl Millet (DHANASHREE),Clay Loam,2.9,674,27.1,60,55,12,0,No
Rabi,Yavatmal,Pusad,Ralegaon,Sorghum (CSH-16),Shallow Black,5.31,386,24.3,63,39,14,0,No
Rabi,Pune,Baramati,Nimgaon,Wheat (HD-3086),Shallow Black,11.77,449,22.3,58,22,2,3193,Yes
Rabi,Hingoli,Aundha Nagnath,Hingoli City,Sorghum (CSH-23),Deep Black,4.09,158,24.8,47,53,15,0,No
Kharif,Hingoli,Aundha Nagnath,Kalamnuri,Rice (SAHABHAGI),Deep Black,10.56,456,36.0,70,15,12,0,No
Rabi,Parbhani,Jintur,Palam,Sunflower (KBSH-53),Laterite,4.36,263,26.0,49,65,31,0,No
Rabi,Amravati,Morshi,Morshi Town,Sunflower (BSH-1),Shallow Black,8.78,426,25.7,63,52,27,1380,Yes
Rabi,Satara,Karad,Khatav,Safflower (A-1),Medium Black,6.71,352,19.0,61,39,17,1099,Yes
Rabi,Jalna,Ambad,Ambad Town,Sorghum (CSH-23),Clay Loam,5.06,285,22.9,69,32,14,0,No
Rabi,Sindhudurg,Kankavli,Kudal,Sorghum (CSH-16),Clay Loam,9.37,207,26.1,62,38,16,1897,Yes
Rabi,Nagpur,Umred,Umred Town,Wheat (HI-1500),Medium Black,3.9,468,21.4,65,25,4,3775,Yes
Kharif,Buldhana,Khamgaon,Motala,Pigeonpea (ICPL-87119),Shallow Black,2.91,423,29.3,59,51,14,0,No
Rabi,Thane,Palghar,Shahapur,Sunflower (BSH-1),Laterite,6.33,324,25.2,48,53,28,0,No
Kharif,Ahmednagar,Sangamner,Sangamner Town,Pearl Millet (ICTP-8203),Clay Loam,5.37,540,27.6,68,54,14,1363,Yes
Kharif,Kolhapur,Karvir,Kagal,Pigeonpea (BSMR-736),Deep Black,11.46,728,27.1,83,62,19,1233,Yes
Kharif,Ratnagiri,Dapoli,Khed,Groundnut (TG-37A),Shallow Black,10.82,414,30.7,56,38,15,0,No
Rabi,Nanded,Loha,Umri,Wheat (HI-1500),Shallow Black,1.67,465,27.7,74,15,2,2182,Yes
Kharif,Jalna,Ambad,Partur,Pearl Millet (ICTP-8203),Clay Loam,11.84,645,32.0,72,53,15,1172,Yes
Kharif,Yavatmal,Digras,Ghatanji,Groundnut (TG-37A),Medium Black,8.91,775,27.0,79,44,13,0,No
Rabi,Parbhani,Gangakhed,Palam,Wheat (MP-3288),Shallow Black,1.84,253,24.2,55,24,2,2220,Yes
Rabi,Latur,Udgir,Ahmadpur,Safflower (A-1),Deep Black,1.23,188,24.0,65,43,17,941,Yes
Kharif,Aurangabad,Vaijapur,Soegaon,Pearl Millet (ICTP-8203),Deep Black,11.61,804,31.5,77,54,13,0,No
Rabi,Jalna,Ambad,Ambad Town,Wheat (MP-3288),Medium Black,9.93,247,25.1,59,26,5,0,No
Rabi,Yavatmal,Pusad,Ralegaon,Sorghum (CSH-16),Clay Loam,3.86,316,20.1,56,36,15,0,No
Rabi,Yavatmal,Digras,Mahagaon,Wheat (HD-3086),Medium Black,4.74,469,23.7,68,35,2,4846,Yes
Rabi,Nashik,Niphad,Dabhadi,Safflower (A-1),Medium Black,2.45,283,20.3,65,50,14,862,Yes
Kharif,Osmanabad,Osmanabad City,Osmanabad City,Soybean (JS-335),Shallow Black,10.97,682,29.8,68,42,2,1975,Yes
Rabi,Sindhudurg,Kankavli,Dodamarg,Sunflower (KBSH-53),Clay Loam,8.42,204,24.7,50,57,25,0,No
Kharif,Pune,Baramati,Pimpli,Cotton (NSP-1135),Laterite,8.08,905,31.5,85,82,30,0,No
Rabi,Ratnagiri,Dapoli,Sangameshwar,Wheat (HI-1500),Clay Loam,10.28,193,27.1,48,29,4,0,No
Rabi,Jalna,Badnapur,Partur,Sunflower (KBSH-53),Medium Black,6.66,254,20.8,59,56,28,888,Yes
Kharif,Jalgaon,Bhusawal,Yawal,Rice (DRRH-3),Laterite,2.31,738,33.2,60,24,15,0,No
Rabi,Dhule,Shirpur,Sindkhede,Wheat (HD-3086),Laterite,7.98,212,23.0,64,23,2,1768,Yes
Kharif,Solapur,Mohol,Malshiras,Soybean (MAUS-71),Medium Black,8.96,509,33.4,61,45,2,0,No
Rabi,Aurangabad,Gangapur,Vaijapur,Chickpea (Vijay),Medium Black,9.51,397,18.9,58,33,10,1691,Yes
Rabi,Dhule,Shirpur,Dhule City,Sunflower (BSH-1),Shallow Black,4.43,281,25.9,60,59,28,824,Yes
Kharif,Buldhana,Chikhli,Jalgaon Jamod,Pigeonpea (BSMR-736),Clay Loam,7.1,484,28.9,66,56,19,0,No
Rabi,Solapur,Mohol,Malshiras,Safflower (PBNS-12),Medium Black,3.56,281,25.1,56,38,15,0,No
Rabi,Hingoli,Aundha Nagnath,Hingoli City,Safflower (A-1),Deep Black,2.26,251,24.2,48,45,14,0,No
Rabi,Amravati,Morshi,Nandgaon,Safflower (A-1),Deep Black,1.17,489,23.5,56,41,9,1294,Yes
Rabi,Wardha,Hinganghat,Hinganghat Town,Wheat (MP-3288),Laterite,3.22,332,23.8,73,26,3,3278,Yes
Kharif,Akola,Akot,Murtizapur,Groundnut (JL-24),Shallow Black,11.91,742,33.4,74,50,12,0,No
Rabi,Pune,Baramati,Kale,Wheat (HD-3086),Medium Black,9.94,283,20.7,61,16,2,3017,Yes
Kharif,Chandrapur,Ballarpur,Mul,Groundnut (JL-24),Deep Black,4.98,782,34.1,74,44,16,0,No
Kharif,Solapur,Mohol,Mangalvedha,Groundnut (JL-24),Medium Black,7.64,408,33.0,62,40,13,0,No
Kharif,Satara,Karad,Khatav,Pearl Millet (ICTP-8203),Deep Black,2.72,947,30.8,67,53,16,941,Yes
Rabi,Ahmednagar,Kopargaon,Nevasa,Safflower (A-1),Shallow Black,1.26,275,21.5,64,38,15,667,Yes
Rabi,Sangli,Miraj,Miraj Town,Wheat (MP-3288),Deep Black,9.36,255,17.5,64,17,2,0,No
Rabi,Yavatmal,Pusad,Ralegaon,Wheat (MP-3288),Shallow Black,10.54,499,25.5,59,23,2,2323,Yes
Rabi,Buldhana,Chikhli,Malkapur,Chickpea (Vijay),Laterite,3.45,237,25.5,61,27,8,0,No
Kharif,Thane,Bhiwandi,Palghar,Rice (DRRH-3),Clay Loam,1.47,524,28.5,59,15,14,0,No
Kharif,Dhule,Sindkhede,Dhule City,Soybean (JS-335),Medium Black,8.85,693,31.5,59,47,6,2275,Yes
Kharif,Ratnagiri,Chiplun,Lanja,Rice (DRRH-3),Medium Black,10.2,481,33.3,58,31,14,0,No
Kharif,Chandrapur,Brahmapuri,Sindewahi,Pearl Millet (ICTP-8203),Clay Loam,4.98,491,34.7,74,52,11,1384,Yes
Rabi,Buldhana,Chikhli,Deulgaon Raja,Safflower (PBNS-12),Medium Black,4.74,266,24.2,60,39,14,756,Yes
Rabi,Kolhapur,Karvir,Shirol,Sunflower (KBSH-53),Shallow Black,1.66,397,18.5,74,66,31,0,No
Kharif,Nashik,Satana,Yeola,Rice (SAHABHAGI),Clay Loam,2.0,510,27.2,76,30,15,2189,Yes
Rabi,Sindhudurg,Kankavli,Kudal,Safflower (PBNS-12),Medium Black,9.16,327,24.9,57,44,16,772,Yes
Kharif,Latur,Udgir,Deoni,Pigeonpea (ICPL-87119),Clay Loam,4.51,453,34.3,60,60,19,0,No
Rabi,Mumbai,Mumbai City,Marine Drive,Sorghum (CSH-23),Shallow Black,5.41,209,22.9,50,44,11,0,No
Rabi,Wardha,Hinganghat,Seloo,Chickpea (Vijay),Laterite,10.06,333,21.1,67,23,11,1554,Yes
Kharif,Thane,Palghar,Shahapur,Groundnut (JL-24),Laterite,7.33,751,36.0,56,40,16,0,No
Kharif,Amravati,Morshi,Nandgaon,Soybean (MACS-450),Clay Loam,8.92,933,30.7,67,40,5,2583,Yes
Kharif,Jalgaon,Bhusawal,Yawal,Pigeonpea (BSMR-736),Deep Black,4.03,434,30.8,64,50,24,0,No
Rabi,Buldhana,Khamgaon,Nandura,Sunflower (KBSH-53),Deep Black,9.6,177,27.6,63,67,27,982,Yes
Kharif,Kolhapur,Karvir,Hatkanangale,Pearl Millet (ICTP-8203),Medium Black,3.66,916,28.9,74,46,14,858,Yes
Kharif,Jalgaon,Jamner,Parola,Cotton (NH-615),Clay Loam,8.02,605,28.3,64,79,28,2290,Yes
Rabi,Mumbai,Mumbai Suburban,Andheri,Sorghum (CSH-16),Deep Black,4.56,150,28.1,54,45,15,0,No
Rabi,Chandrapur,Ballarpur,Nagbhid,Sorghum (CSH-16),Medium Black,2.06,186,26.7,48,43,16,0,No
Kharif,Osmanabad,Osmanabad City,Kalamb,Pigeonpea (ICPL-87119),Shallow Black,2.63,781,29.5,55,58,17,768,Yes
Rabi,Amravati,Morshi,Daryapur,Sorghum (CSH-23),Laterite,8.61,343,22.8,61,36,12,0,No
Rabi,Chandrapur,Ballarpur,Ballarpur Town,Sunflower (BSH-1),Deep Black,9.05,327,25.3,55,52,29,1100,Yes
Rabi,Hingoli,Basmath,Basmath Town,Chickpea (Vijay),Laterite,9.0,292,22.8,58,31,11,1499,Yes
Kharif,Akola,Balapur,Barshitakli,Soybean (JS-335),Deep Black,11.16,569,29.0,74,49,4,2509,Yes
Rabi,Yavatmal,Pusad,Umarkhed,Sorghum (CSH-16),Clay Loam,11.96,392,25.9,63,35,12,1908,Yes
Kharif,Nashik,Niphad,Palkhed,Pigeonpea (BSMR-736),Shallow Black,9.16,597,29.6,75,68,20,0,No
